gene_id,gene_name,entrezid,gene_biotype
ENSG00000271732,AL137798.1,NA,lncRNA
ENSG00000215908,CROCCP2,84809,transcribed_unprocessed_pseudogene
ENSG00000283773,AL137798.3,NA,transcribed_unprocessed_pseudogene
ENSG00000186301,MST1P2,NA,unprocessed_pseudogene
ENSG00000282143,AL137798.2,NA,lncRNA
ENSG00000280114,AL021920.2,NA,unprocessed_pseudogene
ENSG00000236698,EIF1AXP1,NA,processed_pseudogene
ENSG00000268869,ESPNP,NA,transcribed_unprocessed_pseudogene
ENSG00000279151,AL021920.1,NA,lncRNA
ENSG00000282740,AL021920.3,NA,lncRNA
ENSG00000058453,CROCC,9696,protein_coding
ENSG00000227684,CROCCP4,NA,transcribed_unprocessed_pseudogene
ENSG00000186715,MST1L,11223,transcribed_unprocessed_pseudogene
ENSG00000223643,BX284668.1,NA,lncRNA
ENSG00000230239,BX284668.3,NA,unprocessed_pseudogene
ENSG00000263811,MIR3675,NA,miRNA
ENSG00000228549,BX284668.2,NA,lncRNA
ENSG00000277234,RNU1-5P,NA,snRNA
ENSG00000238142,BX284668.5,NA,lncRNA
ENSG00000235241,BX284668.4,NA,processed_pseudogene
ENSG00000272426,BX284668.6,NA,lncRNA
ENSG00000117122,MFAP2,4237,protein_coding
ENSG00000226526,AL049569.1,NA,lncRNA
ENSG00000159363,ATP13A2,23400,protein_coding
ENSG00000117118,SDHB,6390,protein_coding
ENSG00000117115,PADI2,11240,protein_coding
ENSG00000204362,LINC02783,400743,lncRNA
ENSG00000282843,AL590644.1,NA,lncRNA
ENSG00000142623,PADI1,29943,protein_coding
ENSG00000142619,PADI3,51702,protein_coding
ENSG00000266634,MIR3972,NA,miRNA
ENSG00000159339,PADI4,23569,protein_coding
ENSG00000276747,PADI6,353238,protein_coding
ENSG00000179051,RCC2,55920,protein_coding
ENSG00000227751,RCC2-AS1,NA,lncRNA
ENSG00000074964,ARHGEF10L,55160,protein_coding
ENSG00000236648,LINC02810,NA,lncRNA
ENSG00000117148,ACTL8,81569,protein_coding
ENSG00000284653,AL357509.1,NA,lncRNA
ENSG00000261781,LINC01654,NA,lncRNA
ENSG00000117154,IGSF21,84966,protein_coding
ENSG00000280222,AL365209.1,NA,TEC
ENSG00000230035,IGSF21-AS1,NA,lncRNA
ENSG00000225387,AL591896.1,NA,lncRNA
ENSG00000179023,KLHDC7A,127707,protein_coding
ENSG00000235282,DYNLL1P3,NA,processed_pseudogene
ENSG00000225478,AL031737.1,NA,processed_pseudogene
ENSG00000009709,PAX7,5081,protein_coding
ENSG00000179002,TAS1R2,80834,protein_coding
ENSG00000159423,ALDH4A1,8659,protein_coding
ENSG00000265606,MIR4695,NA,miRNA
ENSG00000221662,MIR1290,100302276,miRNA
ENSG00000169991,IFFO2,126917,protein_coding
ENSG00000272084,AL137127.1,NA,lncRNA
ENSG00000127481,UBR4,23352,protein_coding
ENSG00000230424,EMC1-AS1,NA,lncRNA
ENSG00000127463,EMC1,23065,protein_coding
ENSG00000053372,MRTO4,51154,protein_coding
ENSG00000211454,AKR7L,246181,polymorphic_pseudogene
ENSG00000162482,AKR7A3,22977,protein_coding
ENSG00000270728,AL035413.1,NA,processed_pseudogene
ENSG00000053371,AKR7A2,8574,protein_coding
ENSG00000200403,RNU6-1099P,NA,snRNA
ENSG00000040487,SLC66A1,54896,protein_coding
ENSG00000077549,CAPZB,832,protein_coding
ENSG00000240490,RN7SL277P,NA,misc_RNA
ENSG00000173436,MICOS10,440574,protein_coding
ENSG00000201609,RNU4-28P,NA,snRNA
ENSG00000235185,AL031727.2,NA,lncRNA
ENSG00000158747,NBL1,4681,protein_coding
ENSG00000270136,MICOS10-NBL1,NA,protein_coding
ENSG00000226396,AL031727.1,NA,processed_pseudogene
ENSG00000158748,HTR6,3362,protein_coding
ENSG00000162542,TMCO4,255104,protein_coding
ENSG00000178828,RNF186,54546,protein_coding
ENSG00000235434,AL391883.1,NA,lncRNA
ENSG00000169914,OTUD3,23252,protein_coding
ENSG00000188784,PLA2G2E,30814,protein_coding
ENSG00000242688,RN7SL304P,NA,misc_RNA
ENSG00000188257,PLA2G2A,5320,protein_coding
ENSG00000127472,PLA2G5,5322,protein_coding
ENSG00000117215,PLA2G2D,26279,protein_coding
ENSG00000158786,PLA2G2F,64600,protein_coding
ENSG00000227066,Z98257.1,NA,lncRNA
ENSG00000187980,PLA2G2C,391013,protein_coding
ENSG00000225986,UBXN10-AS1,NA,lncRNA
ENSG00000162543,UBXN10,127733,protein_coding
ENSG00000228105,LINC01757,NA,lncRNA
ENSG00000284710,Z98257.2,NA,lncRNA
ENSG00000158816,VWA5B1,127731,protein_coding
ENSG00000226664,AL020998.1,NA,lncRNA
ENSG00000236963,LINC01141,NA,lncRNA
ENSG00000226487,AL139254.1,NA,lncRNA
ENSG00000284641,AL139254.2,NA,lncRNA
ENSG00000284743,AL139254.3,NA,lncRNA
ENSG00000162545,CAMK2N1,55450,protein_coding
ENSG00000090432,MUL1,79594,protein_coding
ENSG00000215520,RPS4XP4,NA,processed_pseudogene
ENSG00000183114,FAM43B,163933,protein_coding
ENSG00000158825,CDA,978,protein_coding
ENSG00000158828,PINK1,65018,protein_coding
ENSG00000284005,MIR6084,NA,miRNA
ENSG00000117242,PINK1-AS,NA,lncRNA
ENSG00000244038,DDOST,1650,protein_coding
ENSG00000117245,KIF17,57576,protein_coding
ENSG00000235432,AL663074.2,NA,unprocessed_pseudogene
ENSG00000189410,SH2D5,400745,protein_coding
ENSG00000233069,AL663074.1,NA,lncRNA
ENSG00000127483,HP1BP3,50809,protein_coding
ENSG00000075151,EIF4G3,8672,protein_coding
ENSG00000251914,RNU7-200P,NA,snRNA
ENSG00000221808,MIR1256,NA,miRNA
ENSG00000233072,RPS15AP6,NA,processed_pseudogene
ENSG00000236073,AL627311.1,NA,processed_pseudogene
ENSG00000235112,HSPE1P27,NA,processed_pseudogene
ENSG00000117298,ECE1,1889,protein_coding
ENSG00000236936,AL031005.1,NA,lncRNA
ENSG00000231105,AL031728.1,NA,lncRNA
ENSG00000236216,PPP1R11P1,NA,processed_pseudogene
ENSG00000228823,AL592309.1,NA,unprocessed_pseudogene
ENSG00000236009,AL592309.2,NA,lncRNA
ENSG00000227001,NBPF2P,NA,unprocessed_pseudogene
ENSG00000187952,HS6ST1P1,NA,processed_pseudogene
ENSG00000186543,CROCCP5,NA,unprocessed_pseudogene
ENSG00000142794,NBPF3,84224,protein_coding
ENSG00000176378,PFN1P10,NA,processed_pseudogene
ENSG00000162551,ALPL,249,protein_coding
ENSG00000233431,LINC02596,NA,lncRNA
ENSG00000076864,RAP1GAP,5909,protein_coding
ENSG00000090686,USP48,84196,protein_coding
ENSG00000231978,AL590103.1,NA,processed_pseudogene
ENSG00000187942,LDLRAD2,401944,protein_coding
ENSG00000142798,HSPG2,3339,protein_coding
ENSG00000232037,AL590556.1,NA,processed_pseudogene
ENSG00000283234,AL590556.2,NA,transcribed_unitary_pseudogene
ENSG00000219073,CELA3B,23436,protein_coding
ENSG00000273610,RN7SL386P,NA,misc_RNA
ENSG00000201919,RNU6-1022P,NA,snRNA
ENSG00000142789,CELA3A,10136,protein_coding
ENSG00000278124,RN7SL186P,NA,misc_RNA
ENSG00000201273,RNU6-776P,NA,snRNA
ENSG00000228397,LINC01635,NA,lncRNA
ENSG00000218510,LINC00339,29092,lncRNA
ENSG00000070831,CDC42,998,protein_coding
ENSG00000285794,AL031281.2,NA,transcribed_processed_pseudogene
ENSG00000230068,CDC42-IT1,NA,lncRNA
ENSG00000271428,AL031281.1,NA,processed_pseudogene
ENSG00000162552,WNT4,54361,protein_coding
ENSG00000266564,MIR4418,NA,miRNA
ENSG00000234397,PPIAP34,NA,processed_pseudogene
ENSG00000279625,AL591122.1,NA,TEC
ENSG00000184677,ZBTB40,9923,protein_coding
ENSG00000237200,ZBTB40-IT1,NA,lncRNA
ENSG00000070886,EPHA8,2046,protein_coding
ENSG00000276835,MIR6127,NA,miRNA
ENSG00000173372,C1QA,712,protein_coding
ENSG00000159189,C1QC,714,protein_coding
ENSG00000173369,C1QB,713,protein_coding
ENSG00000133216,EPHB2,2048,protein_coding
ENSG00000265422,MIR4684,NA,miRNA
ENSG00000225952,AL512444.1,NA,lncRNA
ENSG00000264014,MIR4253,NA,miRNA
ENSG00000215906,LACTBL1,646262,protein_coding
ENSG00000227868,TEX46,729059,protein_coding
ENSG00000004487,KDM1A,23028,protein_coding
ENSG00000240553,AL031428.1,NA,lncRNA
ENSG00000263793,MIR3115,NA,miRNA
ENSG00000266802,AL031428.2,NA,miRNA
ENSG00000169641,LUZP1,7798,protein_coding
ENSG00000229010,AL161672.1,NA,processed_pseudogene
ENSG00000206935,RNU6-514P,NA,snRNA
ENSG00000252578,RNU6-135P,NA,snRNA
ENSG00000179546,HTR1D,3352,protein_coding
ENSG00000215381,AL109936.1,NA,processed_pseudogene
ENSG00000261326,LINC01355,NA,lncRNA
ENSG00000284726,AL109936.6,NA,lncRNA
ENSG00000125944,HNRNPR,10236,protein_coding
ENSG00000125945,ZNF436,80818,protein_coding
ENSG00000249087,ZNF436-AS1,NA,lncRNA
ENSG00000271420,AL109936.2,NA,lncRNA
ENSG00000204219,TCEA3,6920,protein_coding
ENSG00000232482,AL357134.1,NA,processed_pseudogene
ENSG00000088280,ASAP3,55616,protein_coding
ENSG00000007968,E2F2,1870,protein_coding
ENSG00000235052,AL021154.1,NA,lncRNA
ENSG00000117318,ID3,3399,protein_coding
ENSG00000197880,MDS2,259283,lncRNA
ENSG00000229239,AL451000.1,NA,unprocessed_pseudogene
ENSG00000142676,RPL11,6135,protein_coding
ENSG00000236810,ELOA-AS1,NA,lncRNA
ENSG00000011007,ELOA,6924,protein_coding
ENSG00000057757,PITHD1,57095,protein_coding
ENSG00000011009,LYPLA2,11313,protein_coding
ENSG00000117308,GALE,2582,protein_coding
ENSG00000117305,HMGCL,3155,protein_coding
ENSG00000179163,FUCA1,2517,protein_coding
ENSG00000188822,CNR2,1269,protein_coding
ENSG00000229106,BTBD6P1,NA,processed_pseudogene
ENSG00000232557,AL590609.3,NA,lncRNA
ENSG00000264926,MIR378F,NA,miRNA
ENSG00000230228,AL590609.2,NA,processed_pseudogene
ENSG00000189266,PNRC2,55629,protein_coding
ENSG00000188529,SRSF10,10772,protein_coding
ENSG00000215905,AL590609.1,NA,processed_pseudogene
ENSG00000225315,AL591178.1,NA,lncRNA
ENSG00000142661,MYOM3,127294,protein_coding
ENSG00000230703,AL591178.2,NA,lncRNA
ENSG00000142677,IL22RA1,58985,protein_coding
ENSG00000185436,IFNLR1,163702,protein_coding
ENSG00000230023,LINC02800,284632,lncRNA
ENSG00000232298,AL138902.1,NA,lncRNA
ENSG00000158055,GRHL3,57822,protein_coding
ENSG00000001460,STPG1,90529,protein_coding
ENSG00000001461,NIPAL3,57185,protein_coding
ENSG00000117602,RCAN3,11123,protein_coding
ENSG00000264443,NCMAP-DT,NA,lncRNA
ENSG00000184454,NCMAP,400746,protein_coding
ENSG00000227312,AL445686.1,NA,processed_pseudogene
ENSG00000133226,SRRM1,10250,protein_coding
ENSG00000284699,AL445648.1,NA,lncRNA
ENSG00000169504,CLIC4,25932,protein_coding
ENSG00000238482,RNU6-1208P,NA,snRNA
ENSG00000020633,RUNX3,864,protein_coding
ENSG00000278034,MIR6731,NA,miRNA
ENSG00000229162,AL445471.1,NA,lncRNA
ENSG00000261025,AL445471.2,NA,lncRNA
ENSG00000264371,MIR4425,NA,miRNA
ENSG00000233755,AL050344.1,NA,lncRNA
ENSG00000233419,AL121994.1,NA,processed_pseudogene
ENSG00000231953,AL031432.1,NA,lncRNA
ENSG00000117614,SYF2,25949,protein_coding
ENSG00000284602,AL031432.4,NA,lncRNA
ENSG00000284657,AL031432.5,NA,lncRNA
ENSG00000117616,RSRP1,57035,protein_coding
ENSG00000272432,AL031432.3,NA,lncRNA
ENSG00000261349,AL031432.2,NA,unprocessed_pseudogene
ENSG00000187010,RHD,6007,protein_coding
ENSG00000224183,SDHDP6,NA,processed_pseudogene
ENSG00000259984,AL928711.1,NA,unprocessed_pseudogene
ENSG00000183726,TMEM50A,23585,protein_coding
ENSG00000188672,RHCE,6006,protein_coding
ENSG00000238084,AL031284.1,NA,processed_pseudogene
ENSG00000204178,MACO1,55219,protein_coding
ENSG00000157978,LDLRAP1,26119,protein_coding
ENSG00000225643,AL606491.1,NA,lncRNA
ENSG00000117643,MAN1C1,57134,protein_coding
ENSG00000233478,AL031280.1,NA,lncRNA
ENSG00000162430,SELENON,57190,protein_coding
ENSG00000255054,AL020996.2,NA,protein_coding
ENSG00000228172,AL020996.1,NA,lncRNA
ENSG00000117640,MTFR1L,56181,protein_coding
ENSG00000127423,AUNIP,79000,protein_coding
ENSG00000272478,AL020996.3,NA,lncRNA
ENSG00000236528,AL033528.2,NA,lncRNA
ENSG00000182749,PAQR7,164091,protein_coding
ENSG00000117632,STMN1,3925,protein_coding
ENSG00000229786,SNRPFP2,NA,processed_pseudogene
ENSG00000223624,AL033528.1,NA,processed_pseudogene
ENSG00000283938,MIR3917,NA,miRNA
ENSG00000158006,PAFAH2,5051,protein_coding
ENSG00000207237,RNU6-110P,NA,snRNA
ENSG00000252190,AL592064.1,NA,scaRNA
ENSG00000252691,AL592064.2,NA,scaRNA
ENSG00000158008,EXTL1,2134,protein_coding
ENSG00000158014,SLC30A2,7780,protein_coding
ENSG00000284309,AL391650.2,NA,lncRNA
ENSG00000158022,TRIM63,84676,protein_coding
ENSG00000175087,PDIK1L,149420,protein_coding
ENSG00000197245,FAM110D,79927,protein_coding
ENSG00000282872,C1orf232,110806296,protein_coding
ENSG00000236782,AL391650.1,NA,protein_coding
ENSG00000142684,ZNF593,51042,protein_coding
ENSG00000142675,CNKSR1,10256,protein_coding
ENSG00000188782,CATSPER4,378807,protein_coding
ENSG00000236155,AL355877.1,NA,transcribed_unprocessed_pseudogene
ENSG00000278572,AL355877.3,NA,unprocessed_pseudogene
ENSG00000130695,CEP85,64793,protein_coding
ENSG00000270733,AL355877.2,NA,processed_pseudogene
ENSG00000142669,SH3BGRL3,83442,protein_coding
ENSG00000158062,UBXN11,91544,protein_coding
ENSG00000169442,CD52,1043,protein_coding
ENSG00000176092,CRYBG2,55057,protein_coding
ENSG00000225854,AL451139.1,NA,processed_pseudogene
ENSG00000176083,ZNF683,257101,protein_coding
ENSG00000131914,LIN28A,79727,protein_coding
ENSG00000117682,DHDDS,79947,protein_coding
ENSG00000223583,AL513365.1,NA,processed_pseudogene
ENSG00000225891,AL513365.2,NA,lncRNA
ENSG00000198830,HMGN2,3151,protein_coding
ENSG00000224129,DPPA2P2,NA,processed_pseudogene
ENSG00000117676,RPS6KA1,6195,protein_coding
ENSG00000238705,MIR1976,NA,miRNA
ENSG00000243905,RN7SL679P,NA,misc_RNA
ENSG00000252429,RNU7-29P,NA,snRNA
ENSG00000229247,AL627313.1,NA,processed_pseudogene
ENSG00000238316,AL627082.2,NA,snoRNA
ENSG00000235069,AL627082.1,NA,processed_pseudogene
ENSG00000260063,AL512408.1,NA,lncRNA
ENSG00000117713,ARID1A,8289,protein_coding
ENSG00000060642,PIGV,55650,protein_coding
ENSG00000241188,RN7SL165P,NA,misc_RNA
ENSG00000204160,ZDHHC18,84243,protein_coding
ENSG00000175793,SFN,2810,protein_coding
ENSG00000142751,GPN2,54707,protein_coding
ENSG00000226698,AL034380.1,NA,lncRNA
ENSG00000198746,GPATCH3,63906,protein_coding
ENSG00000090273,NUDC,10726,protein_coding
ENSG00000131910,NR0B2,8431,protein_coding
ENSG00000175707,KDF1,126695,protein_coding
ENSG00000172746,RPL12P13,NA,unprocessed_pseudogene
ENSG00000224064,AL356390.1,NA,processed_pseudogene
ENSG00000225294,OSTCP2,NA,processed_pseudogene
ENSG00000253368,TRNP1,388610,protein_coding
ENSG00000158246,TENT5B,115572,protein_coding
ENSG00000090020,SLC9A1,6548,protein_coding
ENSG00000229985,AL590640.2,NA,processed_pseudogene
ENSG00000214973,CHCHD3P3,NA,processed_pseudogene
ENSG00000225159,NPM1P39,NA,processed_pseudogene
ENSG00000225990,SNRPEP7,NA,processed_pseudogene
ENSG00000224311,AL590640.1,NA,lncRNA
ENSG00000142784,WDTC1,23038,protein_coding
ENSG00000243659,FO393419.3,NA,processed_pseudogene
ENSG00000186501,TMEM222,84065,protein_coding
ENSG00000206888,RNU6-48P,NA,snRNA
ENSG00000241547,ACTG1P20,NA,processed_pseudogene
ENSG00000142765,SYTL1,84958,protein_coding
ENSG00000142733,MAP3K6,9064,protein_coding
ENSG00000142748,FCN3,8547,protein_coding
ENSG00000174950,CD164L2,388611,protein_coding
ENSG00000231207,FO393419.1,NA,processed_pseudogene
ENSG00000181773,GPR3,2827,protein_coding
ENSG00000158195,WASF2,10163,protein_coding
ENSG00000241169,FO393419.2,NA,lncRNA
ENSG00000237429,BX293535.1,NA,lncRNA
ENSG00000126705,AHDC1,27245,protein_coding
ENSG00000000938,FGR,2268,protein_coding
ENSG00000235912,AL031729.1,NA,processed_pseudogene
ENSG00000233975,LINC02574,NA,lncRNA
ENSG00000126709,IFI6,2537,protein_coding
ENSG00000225886,AL445490.1,NA,lncRNA
ENSG00000206767,RNU6-949P,NA,snRNA
ENSG00000226662,CHMP1AP1,NA,processed_pseudogene
ENSG00000207095,RNU6-424P,NA,snRNA
ENSG00000009780,FAM76A,199870,protein_coding
ENSG00000231344,AL020997.1,NA,processed_pseudogene
ENSG00000230833,RPEP3,NA,processed_pseudogene
ENSG00000117758,STX12,23673,protein_coding
ENSG00000269971,AL020997.2,NA,lncRNA
ENSG00000270031,AL020997.3,NA,lncRNA
ENSG00000223062,RNU6-1245P,NA,snRNA
ENSG00000117751,PPP1R8,5511,protein_coding
ENSG00000252947,SCARNA1,NA,scaRNA
ENSG00000130775,THEMIS2,9473,protein_coding
ENSG00000117748,RPA2,6118,protein_coding
ENSG00000130768,SMPDL3B,27293,protein_coding
ENSG00000227050,AL512288.1,NA,lncRNA
ENSG00000158156,XKR8,55113,protein_coding
ENSG00000158161,EYA3,2140,protein_coding
ENSG00000238231,AL512288.2,NA,processed_pseudogene
ENSG00000240750,RN7SL559P,NA,misc_RNA
ENSG00000228589,SPCS2P4,NA,processed_pseudogene
ENSG00000228943,AL137792.2,NA,processed_pseudogene
ENSG00000214812,AL137792.1,NA,processed_pseudogene
ENSG00000253005,RNU6-176P,NA,snRNA
ENSG00000169403,PTAFR,5724,protein_coding
ENSG00000126698,DNAJC8,22826,protein_coding
ENSG00000130770,ATP5IF1,93974,protein_coding
ENSG00000270605,AL353622.1,NA,lncRNA
ENSG00000271398,AL353622.2,NA,lncRNA
ENSG00000130766,SESN2,83667,protein_coding
ENSG00000130772,MED18,54797,protein_coding
ENSG00000204138,PHACTR4,65979,protein_coding
ENSG00000229820,CR391992.1,NA,processed_pseudogene
ENSG00000221216,RNU6ATAC27P,NA,snRNA
ENSG00000180198,RCC1,1104,protein_coding
ENSG00000242125,SNHG3,8420,lncRNA
ENSG00000274266,SNORA73A,NA,snoRNA
ENSG00000200087,SNORA73B,NA,snoRNA
ENSG00000231468,PRDX3P2,NA,processed_pseudogene
ENSG00000279443,AL513497.1,NA,TEC
ENSG00000180098,TRNAU1AP,54952,protein_coding
ENSG00000197989,SNHG12,85028,lncRNA
ENSG00000221539,SNORD99,692212,snoRNA
ENSG00000278274,SNORA61,NA,snoRNA
ENSG00000273544,SNORA44,NA,snoRNA
ENSG00000274582,SNORA16A,NA,snoRNA
ENSG00000120656,TAF12,6883,protein_coding
ENSG00000188060,RAB42,115273,protein_coding
ENSG00000229388,LINC01715,NA,lncRNA
ENSG00000270103,AL360012.1,NA,lncRNA
ENSG00000274978,RNU11,NA,snRNA
ENSG00000162419,GMEB1,10691,protein_coding
ENSG00000252777,AL645729.1,NA,scaRNA
ENSG00000198492,YTHDF2,51441,protein_coding
ENSG00000116329,OPRD1,4985,protein_coding
ENSG00000233427,AL009181.1,NA,lncRNA
ENSG00000159023,EPB41,2035,protein_coding
ENSG00000225616,AL138785.1,NA,processed_pseudogene
ENSG00000277958,Metazoa_SRP,NA,misc_RNA
ENSG00000253304,TMEM200B,399474,protein_coding
ENSG00000225750,AL357500.1,NA,lncRNA
ENSG00000116350,SRSF4,6429,protein_coding
ENSG00000277916,AL357500.2,NA,misc_RNA
ENSG00000116353,MECR,51102,protein_coding
ENSG00000237934,AL590729.1,NA,lncRNA
ENSG00000060656,PTPRU,10076,protein_coding
ENSG00000230523,LINC01756,NA,lncRNA
ENSG00000225011,AL671862.1,NA,unprocessed_pseudogene
ENSG00000228176,AC092265.1,NA,lncRNA
ENSG00000284676,AL645944.2,NA,lncRNA
ENSG00000270927,AL645944.1,NA,processed_pseudogene
ENSG00000233399,LINC01648,NA,lncRNA
ENSG00000233372,AL137076.1,NA,lncRNA
ENSG00000231251,AL021921.1,NA,processed_pseudogene
ENSG00000236335,AL161638.2,NA,lncRNA
ENSG00000231949,AL161638.1,NA,lncRNA
ENSG00000162510,MATN1,4146,protein_coding
ENSG00000186056,MATN1-AS1,NA,lncRNA
ENSG00000162511,LAPTM5,7805,protein_coding
ENSG00000264773,MIR4420,NA,miRNA
ENSG00000229607,AL137027.1,NA,lncRNA
ENSG00000223382,LINC01778,NA,lncRNA
ENSG00000222784,RN7SKP91,NA,misc_RNA
ENSG00000235143,AL445235.1,NA,lncRNA
ENSG00000162512,SDC3,9672,protein_coding
ENSG00000266210,RN7SL371P,NA,misc_RNA
ENSG00000134644,PUM1,9698,protein_coding
ENSG00000237329,AL356320.2,NA,processed_pseudogene
ENSG00000232768,AL356320.1,NA,processed_pseudogene
ENSG00000215900,SELENOWP1,NA,processed_pseudogene
ENSG00000225142,AC114495.1,NA,processed_pseudogene
ENSG00000084628,NKAIN1,79570,protein_coding
ENSG00000060688,SNRNP40,9410,protein_coding
ENSG00000229447,AC114495.2,NA,processed_pseudogene
ENSG00000121766,ZCCHC17,51538,protein_coding
ENSG00000229044,AL451070.1,NA,lncRNA
ENSG00000121769,FABP3,2170,protein_coding
ENSG00000168528,SERINC2,347735,protein_coding
ENSG00000215899,AC209007.1,NA,processed_pseudogene
ENSG00000206981,RNU6-40P,NA,snRNA
ENSG00000260386,LDC1P,NA,transcribed_unitary_pseudogene
ENSG00000284543,LINC01226,NA,lncRNA
ENSG00000229167,AC114488.1,NA,lncRNA
ENSG00000142910,TINAGL1,64129,protein_coding
ENSG00000121764,HCRTR1,3061,protein_coding
ENSG00000162517,PEF1,553115,protein_coding
ENSG00000235790,AC114488.2,NA,lncRNA
ENSG00000264078,AC114488.3,NA,lncRNA
ENSG00000084636,COL16A1,1307,protein_coding
ENSG00000121753,ADGRB2,576,protein_coding
ENSG00000266580,MIR4254,NA,miRNA
ENSG00000254545,AL354919.2,NA,lncRNA
ENSG00000134668,SPOCD1,90853,protein_coding
ENSG00000203620,AL354919.1,NA,lncRNA
ENSG00000269967,AL136115.2,NA,lncRNA
ENSG00000184007,PTP4A2,8073,protein_coding
ENSG00000228634,AL136115.1,NA,lncRNA
ENSG00000284702,AL136115.3,NA,lncRNA
ENSG00000121774,KHDRBS1,10657,protein_coding
ENSG00000203325,AL445248.1,NA,lncRNA
ENSG00000121775,TMEM39B,55116,protein_coding
ENSG00000266203,MIR5585,NA,miRNA
ENSG00000025800,KPNA6,23633,protein_coding
ENSG00000250135,AL049795.2,NA,lncRNA
ENSG00000084652,TXLNA,200081,protein_coding
ENSG00000160050,CCDC28B,79140,protein_coding
ENSG00000224066,AL049795.1,NA,lncRNA
ENSG00000160051,IQCC,55721,protein_coding
ENSG00000222046,DCDC2B,149069,protein_coding
ENSG00000160055,TMEM234,56063,protein_coding
ENSG00000084623,EIF3I,8668,protein_coding
ENSG00000220785,MTMR9LP,NA,transcribed_unprocessed_pseudogene
ENSG00000183615,FAM167B,84734,protein_coding
ENSG00000182866,LCK,3932,protein_coding
ENSG00000116478,HDAC1,3065,protein_coding
ENSG00000175130,MARCKSL1,65108,protein_coding
ENSG00000233775,AL109945.1,NA,lncRNA
ENSG00000162526,TSSK3,81629,protein_coding
ENSG00000225828,FAM229A,100128071,protein_coding
ENSG00000160058,BSDC1,55108,protein_coding
ENSG00000224333,GAPDHP20,NA,processed_pseudogene
ENSG00000270850,AL356986.1,NA,processed_pseudogene
ENSG00000229259,LRRC37A12P,NA,unprocessed_pseudogene
ENSG00000263529,RN7SL122P,NA,misc_RNA
ENSG00000254553,AL033529.1,NA,protein_coding
ENSG00000273274,ZBTB8B,728116,protein_coding
ENSG00000160062,ZBTB8A,653121,protein_coding
ENSG00000176261,ZBTB8OS,339487,protein_coding
ENSG00000162521,RBBP4,5928,protein_coding
ENSG00000162520,SYNC,81493,protein_coding
ENSG00000224409,AC114489.1,NA,lncRNA
ENSG00000162522,KIAA1522,57648,protein_coding
ENSG00000134684,YARS,8565,protein_coding
ENSG00000116497,S100PBP,64766,protein_coding
ENSG00000160097,FNDC5,252995,protein_coding
ENSG00000121905,HPCA,3208,protein_coding
ENSG00000121900,TMEM54,113452,protein_coding
ENSG00000116514,RNF19B,127544,protein_coding
ENSG00000278966,AL031602.1,NA,TEC
ENSG00000217644,AL355864.1,NA,processed_pseudogene
ENSG00000239670,AL355864.2,NA,unprocessed_pseudogene
ENSG00000236065,AL020995.1,NA,lncRNA
ENSG00000004455,AK2,204,protein_coding
ENSG00000142920,AZIN2,113451,protein_coding
ENSG00000278997,AL662907.1,NA,TEC
ENSG00000116525,TRIM62,55223,protein_coding
ENSG00000279179,AL662907.2,NA,TEC
ENSG00000284721,AL662907.3,NA,lncRNA
ENSG00000160094,ZNF362,149076,protein_coding
ENSG00000270115,AL513327.3,NA,lncRNA
ENSG00000184389,A3GALT2,127550,protein_coding
ENSG00000225313,AL513327.1,NA,lncRNA
ENSG00000134686,PHC2,1912,protein_coding
ENSG00000284154,MIR3605,NA,miRNA
ENSG00000222112,RN7SKP16,NA,misc_RNA
ENSG00000233246,AL513327.2,NA,lncRNA
ENSG00000234512,TLR12P,NA,unitary_pseudogene
ENSG00000121903,ZSCAN20,7579,protein_coding
ENSG00000235907,AC115285.1,NA,processed_pseudogene
ENSG00000121904,CSMD2,114784,protein_coding
ENSG00000227000,HSPD1P14,NA,processed_pseudogene
